rank,station_uuid,name,brand,city,post_code,fuel,fuel_label,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,noon_price_eur_l,span_cents,first_markdown_hour_after_12,markdown_by_14_cents,markdown_by_16_cents,markdown_by_18_cents,markdown_by_22_cents,cycle_days
25000,ecc31b56-92de-4268-b4dc-dcbc5613578a,Aral Tankstelle,ARAL,Unkel,53572,e10,E10,39.769,49.818,18.677,50.813,2.169,14.0,3.0,0.0,9.0,13.0,13.0,1
25032,cd74cb4d-9127-4d6a-8b86-7dbdb44281fd,BERLIN-MARZAHN,AGIP ENI,Berlin-Marzahn,12689,e5,E5,39.766,5.586,81.777,31.936,2.259,9.0,3.0,0.0,8.0,8.0,8.0,1
25033,bd156c28-a185-4bba-acbc-b807beb08099,Tankstelle Beckmann,Freie Tankstelle,Gülitz-Reetz,19348,diesel,Diesel,39.764,66.426,10.469,42.397,2.249,17.0,3.0,0.0,9.0,13.0,17.0,1
25034,2da299a3-20a0-4f9f-83a4-4ac48361d8b3,TotalEnergies Gutach,TotalEnergies,Gutach,77793,e10,E10,39.759,49.818,24.764,44.695,2.169,14.0,2.0,6.0,6.0,7.0,9.0,1
25035,0a61ec4b-4587-4db6-9efe-416539e33573,PM Raesfeld Schwietering 1,PM,Raesfeld,46348,e10,E10,39.751,49.818,2.43,67.006,2.169,17.0,2.0,4.0,8.0,13.0,17.0,1
25035,8c3d36f0-132d-49ee-9d6a-20c4fe58330a,Bft Gladbeck Horster Straße 269,bft,Gladbeck,45968,e10,E10,39.751,49.818,2.43,67.006,2.169,17.0,2.0,2.0,5.0,13.0,13.0,1
25035,f0413398-5783-47db-866f-d97f00775c95,PM Express Oberhausen Max-Eyth-Str. 3-7,PM Express,Oberhausen,46149,e10,E10,39.751,49.818,2.43,67.006,2.169,17.0,2.0,4.0,7.0,13.0,14.0,1
25035,f5d183fa-e7a6-4325-bf6b-2938f3ec392e,Sb Gelsenkirchen Bottroper Str. 52,Sb,Gelsenkirchen,45899,e10,E10,39.751,49.818,2.43,67.006,2.169,17.0,2.0,2.0,5.0,13.0,13.0,1
25039,3f4bc83f-d652-4d8b-9986-044a515d914f,bft-Tankstelle Neumann,Unbekannt,Bramsche,49565,e10,E10,39.746,1.107,54.911,63.219,2.239,11.0,1.0,3.0,7.0,8.0,8.0,1
25040,01abf2e9-84e2-4328-936f-9958c7c733a8,Esso Tankstelle,ESSO,BERLIN,12203,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,7.0,8.0,14.0,15.0,1
25040,163f01c1-13be-42c2-b9ac-2c2764ea9779,Esso Tankstelle,ESSO,BERLIN,13597,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,10.0,14.0,15.0,1
25040,1a17ea7a-43c3-36f5-3303-2fb91014e656,Esso Tankstelle,ESSO,BERLIN,12357,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,8.0,14.0,15.0,1
25040,23a3ea29-1a71-46b9-ab98-4f514950bea2,Esso Tankstelle,ESSO,LUDWIGSBURG,71636,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,11.0,14.0,16.0,1
25040,23ba9d24-20c0-4c79-befb-a42ca01e0301,Esso Tankstelle,ESSO,HERFORD,32051,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,6.0,10.0,14.0,14.0,1
25040,25b5d585-2ebf-4df6-9ef8-4dccc207e66b,Esso Tankstelle,ESSO,WAECHTERSBACH,63607,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,10.0,14.0,14.0,14.0,1
25040,3d25c837-5de1-4c38-98dd-42f6d8b837d1,Esso Tankstelle,ESSO,GELNHAUSEN,63571,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,10.0,14.0,14.0,14.0,1
25040,545c4b6f-09d8-4e01-8dee-9132b74f6c5d,Esso Tankstelle,ESSO,HANNOVER,30177,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,6.0,10.0,14.0,17.0,1
25040,5c5a87c7-bc04-41b4-8b81-733a9ab2db96,Esso Tankstelle,ESSO,BERLIN,12353,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,8.0,14.0,15.0,1
25040,615c10ee-79f5-49cf-960f-417a8d87b8b9,Esso Tankstelle,ESSO,UEBACH-PALENBERG,52531,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,11.0,14.0,15.0,1
25040,73f39eb5-19de-4ee8-877f-557f2ac5f899,Esso Tankstelle,ESSO,BARTH,18356,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,14.0,14.0,14.0,16.0,1
25040,8343607f-08c8-4d80-98e3-0da1b6d8b3c4,Esso Tankstelle,ESSO,BREMEN,28757,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,6.0,12.0,14.0,15.0,1
25040,837d309f-1a96-4643-bff3-7980303d5d48,Esso Tankstelle,ESSO,RINTELN,31737,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,12.0,13.0,14.0,14.0,1
25040,8abe07a5-849e-42a0-98e3-9c8fe65b80f6,SBT Tankstelle,SBT,ERFURT,99099,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,9.0,12.0,14.0,14.0,1
25040,9a98ab7a-40e5-47c7-b8ea-2f668c9a5dae,Esso Tankstelle,ESSO,MAULBRONN,75433,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,6.0,11.0,14.0,16.0,1
25040,9caa9565-a9cf-8256-b394-631330ffcedf,Esso Tankstelle,ESSO,KOELN,51147,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,10.0,14.0,17.0,1
25040,9f2b85c2-f137-4f96-b4e4-240bd3bfdc8b,Esso Tankstelle,ESSO,MEERBUSCH,40668,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,6.0,6.0,14.0,17.0,1
25040,bb262a44-fcd8-4558-bf11-e118f6d96a5d,Esso Tankstelle,ESSO,WOERTH,76744,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,5.0,14.0,14.0,1
25040,bd66d8ac-87c0-48ca-aa59-16f4b0fe0b50,Esso Tankstelle,ESSO,WILLICH,47877,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,5.0,14.0,14.0,1
25040,c2172d81-e049-4bb5-bc96-bfa0da2ed055,Esso Tankstelle,ESSO,WOLFENBUETTEL,38302,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,7.0,9.0,14.0,14.0,1
25040,cc4cb0ff-e874-462c-91d3-9f4f021cf1e7,Esso Tankstelle,ESSO,HANNOVER,30165,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,6.0,10.0,14.0,16.0,1
25040,df750b11-9359-443e-ae2a-585e9b0d9c64,Esso Tankstelle,ESSO,WEHINGEN,78564,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,9.0,10.0,14.0,14.0,1
25040,e0420d0e-b541-4bf1-a987-8807fa3cf106,Esso Tankstelle,ESSO,NEU-ISENBURG,63263,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,5.0,9.0,14.0,15.0,1
25040,eabe4d46-f7c1-4192-92c5-4b5e02bd339f,Esso Tankstelle,ESSO,SELFKANT,52538,e10,E10,39.742,15.456,18.677,85.092,2.189,14.0,1.0,4.0,12.0,14.0,16.0,1
25064,200d3a3d-fd24-4138-90fd-84e0808f736f,Aral Tankstelle,ARAL,Cottbus,03042,diesel,Diesel,39.741,32.757,44.069,42.397,2.279,14.0,3.0,0.0,9.0,13.0,14.0,1
25064,9886775e-3859-43ea-9df0-1574a525cd4d,Aral Tankstelle,ARAL,Rochlitz,09306,diesel,Diesel,39.741,32.757,44.069,42.397,2.279,14.0,3.0,0.0,6.0,13.0,14.0,1
25066,67745779-d43a-462a-95f1-d5a4c8acbf9e,AVIA Tankstelle,AVIA,Hennef,53773,e5,E5,39.731,28.824,1.5,88.868,2.239,18.0,1.0,3.0,14.0,17.0,17.0,1
25067,1ed484e2-31c4-4d20-a465-caf0517b89e8,Shell Bad Oeynhausen Mindenerstr. 30,Shell,Bad Oeynhausen,32547,diesel,Diesel,39.73,18.181,75.642,25.368,2.289,11.0,3.0,0.0,6.0,8.0,9.0,1
25067,b54c85ea-b5e2-4443-b5aa-bca723ad8705,Aral Tankstelle,ARAL,Henstedt-Ulzburg,24558,diesel,Diesel,39.73,18.181,75.642,25.368,2.289,11.0,3.0,0.0,4.0,8.0,10.0,1
25067,0c96b527-d376-4cf6-bcce-386425b7f9e3,Dieter Bitters,Westfalen,Hamminkeln,46499,e10,E10,39.73,15.456,32.78,70.953,2.189,13.0,1.0,4.0,8.0,10.0,12.0,1
25067,ae2fea56-8527-4af7-8617-8aa3b5056ffa,AVIA Tankstelle,AVIA,Itzgrund,96274,e10,E10,39.73,15.456,32.78,70.953,2.189,13.0,1.0,5.0,5.0,10.0,11.0,1
25067,e02f67f3-fdfd-40e8-81ad-e00a92dabbf9,KP Petrol GmbH,BFT,Ringgau-Datterode,37296,e10,E10,39.73,15.456,49.948,53.787,2.189,12.0,1.0,1.0,2.0,4.0,4.0,1
25067,e091da58-c4e9-4a78-a53e-b370e5b88668,Esso Tankstelle,ESSO,AACHEN,52076,e10,E10,39.73,15.456,32.78,70.953,2.189,13.0,1.0,5.0,6.0,10.0,14.0,1
25067,e1a15081-24f6-9107-e040-0b0a3dfe563c,"Lübbenau, LPG-Str. 1",HEM,Lübbenau,03222,e10,E10,39.73,15.456,32.78,70.953,2.189,13.0,1.0,6.0,10.0,10.0,10.0,1
25074,6154a980-c980-4420-b467-03c9878cccd6,Esso Tankstelle,ESSO,FISCHACH,86850,diesel,Diesel,39.725,6.376,24.423,88.376,2.299,15.0,1.0,12.0,18.0,19.0,22.0,1
25074,8b243590-0c91-45dc-8439-806355c5c3b7,Esso Station,ESSO,Kempten (Allgäu),87439,diesel,Diesel,39.725,6.376,24.423,88.376,2.299,15.0,1.0,18.0,18.0,19.0,19.0,1
25074,c0ae896c-a64e-4190-aab9-1ebf1907d85f,Frankfurt,Mr. Wash Autoservice AG,Frankfurt,60314,diesel,Diesel,39.725,6.376,24.423,88.376,2.299,15.0,1.0,18.0,18.0,19.0,19.0,1
25074,d6a806ff-c42d-4ab3-bdd2-acb48ac57ce8,Esso Tankstelle,ESSO,SCHORNDORF,73614,diesel,Diesel,39.725,6.376,24.423,88.376,2.299,15.0,1.0,18.0,18.0,19.0,19.0,1
25074,f29073c4-70f3-4f12-91d4-778b4dd6befb,Esso Station,ESSO,Dirlewang,87742,diesel,Diesel,39.725,6.376,24.423,88.376,2.299,15.0,1.0,15.0,19.0,19.0,19.0,1
25079,8900cd0c-a586-4a3a-a90d-0f75c080bd82,Treffpunkt Thierolf,VW Thierolf,Michelstadt,64720,e5,E5,39.721,81.829,4.773,32.561,2.199,16.0,5.0,0.0,0.0,12.0,12.0,1
25080,2d184607-afbc-411f-a559-bffa0e85fd51,Esso Tankstelle,ESSO,USEDOM,17406,diesel,Diesel,39.715,6.376,44.069,68.7,2.299,14.0,1.0,6.0,10.0,11.0,13.0,1
25080,5c02e841-a84b-4b7f-9f81-12b16cf4d16b,Esso Tankstelle,ESSO,MARKLOHE,31608,diesel,Diesel,39.715,6.376,44.069,68.7,2.299,14.0,1.0,10.0,10.0,11.0,13.0,1
25080,9ffbb2c6-3f1b-496c-9a43-e1189f8b84ba,Esso Tankstelle,ESSO,WITTENBURG,19243,diesel,Diesel,39.715,6.376,44.069,68.7,2.299,14.0,1.0,4.0,9.0,11.0,15.0,1
25080,a9082e7c-379d-4f17-bec0-f196a4fd8ad9,AVIA Tankstelle,AVIA,Langwedel,27299,diesel,Diesel,39.715,6.376,44.069,68.7,2.299,14.0,1.0,7.0,8.0,11.0,14.0,1
25084,d09a9a4e-0ef5-4bb7-bb8f-1bc4b487fa17,T Oerlinghausen,T,Oerlinghausen,33813,diesel,Diesel,39.713,44.29,3.38,71.469,2.269,19.0,2.0,4.0,16.0,19.0,20.0,1
25085,90eae4cc-cbbf-4b40-977f-3661c6f1d4a7,Aral Tankstelle,ARAL,Leipzig,04157,e10,E10,39.697,15.456,61.535,42.099,2.189,11.0,2.0,4.0,5.0,6.0,6.0,1
25086,468974c2-d8a0-4f67-95ae-d5617881cd36,AVIA Tankstelle,AVIA,Ovelgönne,26939,e5,E5,39.695,1.262,32.594,85.229,2.289,13.0,1.0,6.0,13.0,14.0,15.0,1
25086,a9082e7c-379d-4f17-bec0-f196a4fd8ad9,AVIA Tankstelle,AVIA,Langwedel,27299,e5,E5,39.695,1.262,32.594,85.229,2.289,13.0,1.0,8.0,11.0,14.0,18.0,1
25086,d3d740d0-6bd0-4e07-9395-171d64fed0b6,team Tankstelle Langenhorn,team,Langenhorn,25842,e5,E5,39.695,1.262,32.594,85.229,2.289,13.0,1.0,9.0,11.0,14.0,18.0,1
25089,d1458a44-ca36-4454-8225-0527a0c3ecb0,CLASSIC Michelstadt,CLASSIC,Michelstadt,64720,e10,E10,39.692,76.243,10.398,32.435,2.149,15.0,5.0,0.0,0.0,12.0,12.0,1
25090,005056ba-7cb6-1ed2-bceb-8b1f8b6a4d33,star Tankstelle,STAR,Crivitz,19089,diesel,Diesel,39.682,66.426,10.469,42.151,2.249,17.0,2.0,4.0,6.0,8.0,9.0,1
25090,005056ba-7cb6-1ed2-bceb-98a031d66d3b,ORLEN Tankstelle,ORLEN,Schwerin,19053,diesel,Diesel,39.682,66.426,10.469,42.151,2.249,17.0,2.0,4.0,6.0,8.0,9.0,1
25092,8a879175-3607-4c65-b05e-93dfb14e8f8c,Aral Tankstelle,ARAL,Wölfersheim,61200,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,9.0,11.0,11.0,1
25092,a23b074d-5ae8-4ebb-8e27-b4edb3128959,Aral Tankstelle,ARAL,Erfurt,99097,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,8.0,11.0,11.0,1
25092,aa71446c-7fb7-405a-8d37-78800dde80ed,Aral Tankstelle,ARAL,Stadtallendorf,35260,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,11.0,11.0,11.0,1
25092,ad0c27c2-07e7-4ebd-815d-f940b4b4b67b,Aral Tankstelle,ARAL,Jena,07749,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,4.0,11.0,11.0,1
25092,b9d1b625-8158-4660-906b-33459746e55b,Aral Tankstelle,ARAL,Idar-Oberstein,55743,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,10.0,11.0,11.0,1
25092,c21deb04-42cf-45f4-8441-23f25b934aa1,Aral Tankstelle,ARAL,Idar-Oberstein,55743,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,10.0,11.0,11.0,1
25092,c2f66b26-5506-48b8-8781-e0de47abfeff,Aral Tankstelle,ARAL,Bad Düben,04849,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,10.0,11.0,11.0,1
25092,d04c8896-732d-4ebc-b5a3-323955c34c89,Aral Tankstelle,ARAL,Torgau,04860,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,9.0,11.0,11.0,1
25092,f804e6d4-fb5e-4c0a-bb30-a5045e9c8f0a,Aral Tankstelle,ARAL,Torgau,04860,e5,E5,39.67,14.276,61.038,43.697,2.249,11.0,3.0,0.0,9.0,11.0,11.0,1
25101,0084f0d5-919d-4a95-a73d-4c3e72582ba2,SB Neumünster Kieler Str. 259,SB,Neumünster,24536,diesel,Diesel,39.659,32.757,44.069,42.151,2.279,14.0,2.0,4.0,6.0,8.0,12.0,1
25101,54426bf2-3c38-4074-b1d1-bad04e19c6be,SB Dessau Otto Marder Str. 1,SB,Dessau,06842,diesel,Diesel,39.659,32.757,44.069,42.151,2.279,14.0,2.0,2.0,3.0,8.0,9.0,1
25101,60302e65-37be-4570-9887-424764caeeba,Sb Dessau-Rosslau Raguhner Str. 18,SB,Dessau-Rosslau,06842,diesel,Diesel,39.659,32.757,44.069,42.151,2.279,14.0,2.0,2.0,3.0,8.0,9.0,1
25101,ce9db09f-9e43-49f8-8602-df8782933f15,Sb Eberswalde Breite Straße 136,SB,Eberswalde,16225,diesel,Diesel,39.659,32.757,44.069,42.151,2.279,14.0,2.0,3.0,3.0,8.0,13.0,1
25105,b1f8836b-5ea2-460d-b4bc-b3804d4b0ad1,TopTank Station,TopTank,Brühl,68782,e5,E5,39.653,28.824,0.376,89.76,2.239,23.0,1.0,6.0,19.0,21.0,27.0,1
25106,576c7d43-760c-4081-bd80-8007947e66a0,AVIA Munderkingen,AVIA,Munderkingen,89597,e10,E10,39.643,30.497,18.677,69.754,2.179,14.0,2.0,12.0,14.0,14.0,14.0,1
25106,9d7778de-f10d-4511-906d-c5ffcf9c5a67,Shell Boxberg Marktstr. 61,Shell,Boxberg,97944,e10,E10,39.643,30.497,18.677,69.754,2.179,14.0,2.0,11.0,14.0,14.0,14.0,1
25108,8f012ca9-d356-4e88-a57c-f73b3777e336,TotalEnergies Hamburg,TotalEnergies,Hamburg,21107,e10,E10,39.641,49.818,49.948,19.157,2.169,12.0,4.0,0.0,2.0,8.0,9.0,1
25108,bfbd3c8e-78af-486e-94f0-5b99f37dfe76,Aral Tankstelle,ARAL,Menden,58708,e10,E10,39.641,49.818,49.948,19.157,2.169,12.0,4.0,0.0,2.0,8.0,10.0,1
25110,99be4ce1-dce7-4207-b118-891febda47bf,Tankcenter Dreieich,Tankcenter,Dreieich,63303,e10,E10,39.64,66.982,32.78,19.157,2.159,13.0,4.0,0.0,3.0,8.0,12.0,1
25111,9e2b9946-eeb8-4f80-8f86-0c376928257d,AVIA Alpirsbach,AVIA,Alpirsbach,72275,e10,E10,39.63,30.497,32.78,55.614,2.179,13.0,2.0,7.0,7.0,10.0,10.0,1
25111,d1a55036-8b15-4cbc-b7e1-037b15fd963f,AVIA Schiltach,AVIA,Schiltach,77761,e10,E10,39.63,30.497,32.78,55.614,2.179,13.0,2.0,7.0,7.0,10.0,10.0,1
25113,03344243-1c82-4fe4-9191-9d9bc9cc4d14,Shell Magdeburg Werner-von-Siemens-Ring 15,Shell,Magdeburg,39116,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,7.0,10.0,11.0,1
25113,0a637be7-dc90-4ed3-a222-4574de01ba7d,Aral Tankstelle,ARAL,Barmstedt,25355,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,5.0,10.0,11.0,1
25113,2263c09f-c54c-4e83-a962-7cb1bb7e0017,Shell Remscheid Neuenkamper Str. 48,Shell,Remscheid,42855,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,3.0,10.0,12.0,1
25113,2b34d23b-cef1-4fe2-87d5-3070c819bb8b,Shell Gau-Algesheim Rheinstr. 53,Shell,Gau-Algesheim,55435,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,7.0,10.0,10.0,1
25113,3bc75820-2e63-4a74-92cf-ef078b21accf,Shell Magdeburg Hallische Str. 12,Shell,Magdeburg,39104,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,6.0,10.0,11.0,1
25113,42d8402c-7f2b-4c41-84bf-ef867d40f3c5,Aral Tankstelle,ARAL,Elmshorn,25337,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,5.0,10.0,11.0,1
25113,4b107e2d-e160-421b-8ec7-f2815538d986,Aral Tankstelle,ARAL,Tornesch,25436,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,5.0,10.0,12.0,1
25113,9d791bf6-9df2-4197-9e07-9f8676ab1913,Shell Bingen Kempten Mainzer Str. 234,Shell,Bingen Kempten,55411,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,6.0,10.0,11.0,1
25113,a9d0aa8f-9089-4c52-b29c-dcf45783c9a6,Aral Tankstelle,ARAL,Elmshorn,25335,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,5.0,10.0,11.0,1
25113,be8b2da8-fc30-47bf-b819-951f1bede7f8,Shell Remscheid Ringstr. 88,Shell,Remscheid,42897,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,3.0,10.0,12.0,1
25113,bf0fa2d3-cc68-4531-bad2-8973cbdce054,Shell Bingen Koblenzer Str. 85,Shell,Bingen,55411,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,6.0,10.0,11.0,1
25113,e8505d73-53d7-4548-9496-cdd5e2bbf6f6,Shell Karben Am Spitzacker 2,Shell,Karben,61184,diesel,Diesel,39.613,18.181,69.378,31.279,2.289,12.0,3.0,0.0,4.0,10.0,11.0,1
25125,36460e30-03cc-44f2-a408-2f74a81b0233,TotalEnergies Autohof Tennenlohe,TotalEnergies Autohof,Erlangen,91058,e10,E10,39.611,30.497,24.764,63.571,2.179,14.0,2.0,3.0,9.0,12.0,12.0,1
25126,67894c21-a883-468d-9025-57d8862ce69e,Thomas Hemme,Westfalen,Meppen,49716,e5,E5,39.609,28.824,4.773,85.229,2.239,16.0,1.0,2.0,12.0,14.0,16.0,1
25127,38f98fa8-601b-47e8-a09e-a3c181f8bd5c,Mike Manfred Terbeck,Westfalen,Hamm,59063,diesel,Diesel,39.597,18.181,31.91,68.7,2.289,15.0,1.0,8.0,9.0,11.0,13.0,1
25128,a317b010-b6b8-488d-89ad-c9673221d4bc,Simone Reinking,Westfalen,Niedernwöhren,31712,diesel,Diesel,39.587,2.252,44.069,72.44,2.309,14.0,1.0,8.0,10.0,12.0,15.0,1
25129,176bbaeb-43a8-40e5-ba5c-e061ca24b1e0,TotalEnergies Truckstop Nersingen,TotalEnergies Truckstop,Nersingen,89278,e5,E5,39.579,28.824,42.313,47.599,2.239,12.0,3.0,0.0,9.0,12.0,12.0,1
25130,51d4b4c8-a095-1aa0-e100-80009459e03a,JET GROSS UMSTADT GEORG-AUGUST-ZINN-STR. 100,JET,GROSS UMSTADT,64823,e10,E10,39.573,83.156,4.656,30.908,2.139,16.0,4.0,0.0,1.0,11.0,11.0,1
25131,2db12138-8643-4e42-bf5e-de36356876ae,Ramona Pelster,Markant,Münster,48163,diesel,Diesel,39.569,44.29,6.069,68.348,2.269,18.0,2.0,2.0,15.0,16.0,16.0,1
25131,45d6754f-9453-4ead-bdd9-919f9e124d87,Aral Tankstelle,ARAL,Tarmstedt,27412,e10,E10,39.569,6.338,90.112,22.257,2.199,7.0,3.0,0.0,3.0,4.0,4.0,1
25131,b4ec50ea-e54b-40c1-9fb1-7c84c4fa9336,Aral Tankstelle,ARAL,Gardelegen,39638,e10,E10,39.569,6.338,90.112,22.257,2.199,7.0,3.0,0.0,4.0,4.0,5.0,1
25131,e9b95403-e644-4155-8c8d-24dca50365fa,Aral Tankstelle,ARAL,Gardelegen-Mieste,39649,e10,E10,39.569,6.338,90.112,22.257,2.199,7.0,3.0,0.0,4.0,4.0,5.0,1
25131,ea931016-f8d4-472e-aabd-3cad3a719dbd,Aral Tankstelle,ARAL,Haldensleben,39340,e10,E10,39.569,6.338,90.112,22.257,2.199,7.0,3.0,0.0,4.0,4.0,4.0,1
25136,57ba5cdb-c7ca-4d8c-85f2-ffcfcd58b6d3,Aral Tankstelle,ARAL,Finowfurt,16244,e10,E10,39.568,15.456,82.093,21.155,2.189,9.0,3.0,0.0,3.0,3.0,4.0,1
25136,6a650211-e8f6-442f-8507-2ca60c0131d6,Aral Tankstelle,ARAL,Markkleeberg,04416,e10,E10,39.568,15.456,82.093,21.155,2.189,9.0,3.0,0.0,3.0,3.0,3.0,1
25138,9080787d-0b37-4791-96fa-83032a888477,Aral Tankstelle,ARAL,Schipkau,01998,diesel,Diesel,39.567,32.757,57.932,28.013,2.279,13.0,3.0,0.0,7.0,9.0,9.0,1
25139,04d0a97a-d488-4315-804f-f820da9c94b4,AVIA Tankstelle,AVIA,Alfter,53347,diesel,Diesel,39.564,18.181,24.423,76.088,2.289,15.0,1.0,1.0,10.0,13.0,13.0,1
25140,69f766eb-c497-491d-8a92-b99b799c94dc,TotalEnergies Bingen,TotalEnergies,Bingen,55411,e10,E10,39.555,49.818,61.535,7.312,2.169,11.0,5.0,0.0,0.0,4.0,8.0,1
25141,01e6c7f2-3005-4af1-9c85-239dd3f37340,Aral Tankstelle,ARAL,Höfen,75339,diesel,Diesel,39.553,55.17,10.469,53.021,2.259,17.0,3.0,0.0,13.0,17.0,17.0,1
25141,4cf44f9f-ebb4-4fa5-aa51-f94e47d72ec1,Aral Tankstelle,ARAL,Höhn,56462,diesel,Diesel,39.553,55.17,10.469,53.021,2.259,17.0,3.0,0.0,15.0,17.0,17.0,1
25141,770bd1ee-8309-49eb-9fe6-5558b8484331,Aral Tankstelle,ARAL,Althengstett,75382,diesel,Diesel,39.553,55.17,10.469,53.021,2.259,17.0,3.0,0.0,15.0,17.0,17.0,1
25141,83777e49-89bd-48bd-b197-71be1d9b2aaa,Aral Tankstelle,ARAL,Esslingen-Wäldenbron,73732,diesel,Diesel,39.553,55.17,10.469,53.021,2.259,17.0,3.0,0.0,12.0,17.0,17.0,1
25141,88f2a207-b839-4d17-8394-4fa11bec7d47,Aral Tankstelle,ARAL,Westerburg,56457,diesel,Diesel,39.553,55.17,10.469,53.021,2.259,17.0,3.0,0.0,15.0,17.0,17.0,1
25141,8f982e8b-d4de-4e97-b585-6c059bb0b454,Aral Tankstelle,ARAL,Hemmingen,71282,diesel,Diesel,39.553,55.17,10.469,53.021,2.259,17.0,3.0,0.0,12.0,17.0,17.0,1
25141,acbd1515-cc0e-4c35-a49b-4f8a138982b2,Aral Tankstelle,ARAL,Lambsheim,67245,diesel,Diesel,39.553,55.17,10.469,53.021,2.259,17.0,3.0,0.0,15.0,17.0,17.0,1
25148,a6712b01-ce8b-4881-8d6d-3da22be7c9f8,Hessol,Hessol,Frankfurt,60437,e10,E10,39.552,30.497,32.78,55.378,2.179,13.0,1.0,5.0,5.0,5.0,8.0,1
25148,ddb6c734-0dd0-48be-a53c-03fe1e94cad1,Hessol,Hessol,Bad Homburg,61352,e10,E10,39.552,30.497,32.78,55.378,2.179,13.0,1.0,5.0,5.0,5.0,8.0,1
25150,b08d1d24-b295-4dba-8ea8-ea70bef72dfc,Tankstelle am Marktkauf,Marktkauf,Markkleeberg,04416,e10,E10,39.548,3.191,78.828,36.624,2.209,9.0,2.0,1.0,1.0,2.0,7.0,1
25151,200d3a3d-fd24-4138-90fd-84e0808f736f,Aral Tankstelle,ARAL,Cottbus,03042,e5,E5,39.547,14.276,72.43,31.936,2.249,10.0,3.0,0.0,4.0,8.0,8.0,1
25151,919d33d4-6c56-457b-aa72-4752a48730a7,Aral Tankstelle,ARAL,Großräschen,01983,e5,E5,39.547,14.276,72.43,31.936,2.249,10.0,3.0,0.0,8.0,8.0,8.0,1
25151,c7bf7239-3d7e-4771-a304-f6eed257cf01,Aral Tankstelle,ARAL,Bad Laasphe,57334,e5,E5,39.547,14.276,72.43,31.936,2.249,10.0,3.0,0.0,5.0,8.0,8.0,1
25154,ac6e0ed9-2f12-42e1-a169-42a076ba1a6e,Aral Tankstelle,ARAL,Hohenwarsleben,39326,e5,E5,39.539,5.586,61.038,51.992,2.259,11.0,2.0,2.0,4.0,9.0,11.0,1
