rank,station_uuid,name,brand,city,post_code,street,house_number,fuels,fuel_count,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,avg_noon_price_eur_l,avg_span_cents,median_first_markdown_hour_after_12,avg_markdown_by_16_cents,avg_markdown_by_18_cents,avg_markdown_by_22_cents,min_cycle_days,award_tier,award_label,award_top_percent
3028,ab60875f-d239-44df-b425-518d76a87819,BFT,BFT,Ulm,89077,Blaubeurer Straße,21,diesel|e10|e5,3,60.339,66.155,35.631,79.23,2.209,13.33,1.0,5.33,12.67,12.67,1,,,
3030,005056ba-7cb6-1ed2-bceb-5fdcd1a00d1b,famila Tankstelle,FAMILA,Nortorf,24589,Timmasper Weg,1,diesel|e10|e5,3,60.335,66.155,79.209,35.641,2.209,9.33,3.0,2.33,6.0,7.33,1,,,
3031,e1a15081-2521-9107-e040-0b0a3dfe563c,"Parchen, Genthiner Str. 13a",HEM,Parchen,39307,Genthiner Str. a,13,diesel|e10|e5,3,60.327,48.98,63.593,68.409,2.219,11.0,1.0,7.67,9.67,10.67,1,,,
3032,d388944f-be03-4189-8aed-c436465b397d,Q1 Tankstelle,Q1,Laatzen,30880,Hildesheimer Straße,2,diesel|e10|e5,3,60.324,58.777,41.325,80.871,2.216,12.33,1.0,13.33,13.67,13.67,1,,,
3033,cd8ba6a6-98cd-1ed7-9c96-62f66643d7be,JET KLEINMACHNOW STOLPER WEG 57,JET,KLEINMACHNOW,14532,STOLPER WEG,57,diesel|e10|e5,3,60.32,75.641,73.685,31.635,2.199,10.33,3.0,2.0,8.67,9.33,1,,,
3034,6efb6909-7a8d-4e5d-ae70-1ce84dba7d7c,ALLGUTH GmbH c/o Sönmez Günan,ALLGUTH,Olching,82140,Geiselbullacher Str.,7,diesel|e10|e5,3,60.315,82.643,81.816,16.485,2.182,9.33,5.0,0.33,7.33,7.33,1,,,
3035,0865a4e7-a40d-4c92-b500-493e6b765b1a,Annina Zahradnik,NORDOEL,Grabow,19300,Ludwigsluster Chaussee,15a,diesel|e10|e5,3,60.314,59.563,60.168,61.21,2.209,11.67,1.0,4.33,7.67,10.33,1,,,
3036,672b7ebb-4ae5-5947-b017-fde03155ee32,Pfaffenhofen an der Ilm,Hoyer,Pfaffenhofen an der Ilm,85276,Joseph-Fraunhofer-Str.,59,diesel|e10|e5,3,60.311,80.245,41.102,59.587,2.192,13.0,2.0,1.67,11.67,13.0,1,,,
3037,51d4b5c0-a095-1aa0-e100-80009459e03a,JET KOELN AACHENER STR. 1095,JET,KOELN,50858,AACHENER STR.,1095,diesel|e10|e5,3,60.301,80.245,27.194,73.464,2.192,14.0,1.0,10.33,12.67,12.67,1,,,
3038,51d4b71c-a095-1aa0-e100-80009459e03a,JET LUENEN VIKTORIASTR. 47,JET,LUENEN,44532,VIKTORIASTR.,47,diesel|e10|e5,3,60.3,80.245,58.37,42.284,2.192,11.67,2.0,3.0,6.33,7.0,1,,,
3039,1a857a75-6fec-4068-aa21-819f291ff7ea,Q1 Tankstelle,Q1,Bremen,28307,Osterholzer Heerstraße,161,diesel|e10|e5,3,60.294,46.139,75.663,59.08,2.226,10.0,1.0,5.0,7.0,10.0,1,,,
3039,840713af-85c7-4000-859f-d0a9f55cfd22,bft Tankstelle,bft,Bremen,28325,Züricher Straße,46,diesel|e10|e5,3,60.294,46.139,75.663,59.08,2.226,10.0,1.0,4.33,7.0,10.0,1,,,
3041,005056ba-7cb6-1ed2-bceb-b09f70c64d45,star Tankstelle,STAR,Heidenau,01809,Hauptstraße,7,diesel|e10|e5,3,60.288,66.155,88.16,26.549,2.209,7.67,5.0,1.0,6.0,7.33,1,,,
3041,005056ba-7cb6-1ed2-bceb-c2703bea0d50,star Tankstelle,STAR,Dresden,01219,Reicker Straße,35,diesel|e10|e5,3,60.288,66.155,88.16,26.549,2.209,7.67,5.0,1.0,6.0,7.33,1,,,
3041,005056ba-7cb6-1ed2-bceb-c6b46580cd53,star Tankstelle,STAR,Dresden,01239,Dohnaer Straße,184,diesel|e10|e5,3,60.288,66.155,88.16,26.549,2.209,7.67,5.0,1.0,6.0,7.33,1,,,
3044,0ed76157-da31-43fc-bf59-fddc04cd4a86,Sprint Eiche Landsberger Chaussee,Sprint,Eiche,16356,Landsberger Chaussee,21,diesel|e10|e5,3,60.282,75.641,20.012,85.192,2.199,15.0,1.0,10.67,14.67,14.67,1,,,
3045,35bee858-6435-4af2-a547-25f8ef128fdb,ZG Raiffeisen Tankstelle Donaueschingen,ZG Raiffeisen Energie,Donaueschingen,78166,Güterstraße,34,diesel|e10|e5,3,60.28,96.062,57.945,26.833,2.116,12.0,3.0,3.0,7.0,13.0,1,,,
3045,dadd3558-ea45-45e7-a49f-a8ca5c648805,ZG Raiffeisen Tankstelle Hüfingen,ZG Raiffeisen Energie,Hüfingen,78183,Donaueschinger Str.,6 c,diesel|e10|e5,3,60.28,96.062,57.945,26.833,2.116,12.0,3.0,3.0,7.0,13.0,1,,,
3047,521bf638-e307-40a9-98b2-2bf380ab1675,BFT  Kassner GmbH,Tankstelle Kassner GmbH,Bretten,75015,Weisshoferstrasse,90,diesel|e10|e5,3,60.276,69.263,79.209,32.356,2.206,9.33,4.0,4.33,8.0,8.67,1,,,
3048,70fd41f2-ca23-4c6b-b914-bd5ef8395312,AVIA XPress,AVIA XPress,Wolfsburg,38444,Wolfsacker,4,diesel|e10|e5,3,60.264,77.137,46.989,56.667,2.196,12.67,3.0,6.67,12.33,12.33,1,,,
3049,ce241717-4642-1eda-aff9-762664ad4cdd,JET NEUSTADT AN DER WALDNAAB TIRSCHENREUTHER STR. 60,JET,NEUSTADT AN DER WALDNAAB,92660,TIRSCHENREUTHER STR.,60,diesel|e10|e5,3,60.261,66.155,60.168,54.46,2.209,11.67,2.0,10.0,10.33,10.33,1,,,
3050,8965bd51-c9d0-4b22-9d67-f28160c65428,TS Morsbach,A Energie,Morsbach,51597,Wissener Straße,20,diesel|e10|e5,3,60.258,85.817,6.123,88.834,2.172,16.0,1.0,17.33,18.0,18.0,1,,,
3051,e1a15081-2546-9107-e040-0b0a3dfe563c,"Westerrönfeld, Schmiedestr. 23",HEM,Westerrönfeld,24784,Schmiedestr.,23,diesel|e10|e5,3,60.257,53.994,63.966,62.812,2.216,11.33,1.0,4.67,8.33,9.67,1,,,
3052,51d4b70e-a095-1aa0-e100-80009459e03a,JET BAUTZEN STIEBERSTR. 49,JET,BAUTZEN,02625,STIEBERSTR.,49,diesel|e10|e5,3,60.255,80.245,49.999,50.52,2.192,12.0,1.0,4.0,8.0,11.0,1,,,
3053,00061092-0556-4444-8888-acdc00000556,Tankautomat Neetze,VR PLUS Energie,Neetze,21398,Am Bahnhof,,diesel|e10|e5,3,60.253,79.318,58.465,42.976,2.186,11.33,3.0,2.0,9.67,10.33,1,,,
3053,00061487-0551-4444-8888-acdc00000551,Tankautomat Barendorf,VR PLUS Energie,Barendorf,21397,Lüneburger Str.,3,diesel|e10|e5,3,60.253,79.318,58.465,42.976,2.186,11.33,3.0,2.0,9.67,10.33,1,,,
3053,00061503-0554-4444-8888-acdc00000554,Tankautomat Tespe,VR PLUS Energie,Tespe,21395,Lüneburger Str.,34,diesel|e10|e5,3,60.253,79.318,58.465,42.976,2.186,11.33,3.0,2.0,9.67,10.33,1,,,
3053,00061504-0552-4444-8888-acdc00000552,Tankautomat Dahlenburg,VR PLUS Energie,Dahlenburg,21368,Lüneburger-Landstr.,8,diesel|e10|e5,3,60.253,79.318,58.465,42.976,2.186,11.33,3.0,2.0,9.67,10.33,1,,,
3053,d02fc563-9787-464a-ad49-f174b0a10a37,Walther Automatenstation,Walther Automatenstation,Hof,95028,Gabelsberger Str.,68,diesel|e10|e5,3,60.253,58.587,48.09,74.083,2.206,12.67,1.0,9.0,12.67,13.33,1,,,
3058,4f2839c4-b04b-4c8f-bec9-58a8c8d082bd,CLASSIC Bad Laasphe,CLASSIC,Bad Laasphe,57334,Sieg-Lahn- Str.,75,diesel|e10|e5,3,60.245,77.137,88.817,14.782,2.196,7.67,4.0,3.0,5.33,5.33,1,,,
3059,00061333-0001-4444-8888-acdc00000001,Firma Eberler,Unbekannt,Hilpoltstein,91161,Ohmstr.,6-8,diesel|e10|e5,3,60.242,89.737,61.04,29.949,2.166,11.0,22.0,4.67,5.33,5.33,1,,,
3060,00060551-95cd-4444-8888-acdc00000003,NK Westfilialen GmbH,EDEKA,Augsburg-Lechhausen,86167,Neuburger Straße,217,diesel|e10|e5,3,60.235,94.553,63.984,22.168,2.136,11.33,4.0,6.0,8.33,8.33,1,,,
3060,fb139786-124c-4d9f-8ee2-464b25325f31,OIL! Tankstelle Dittersdorf,OIL!,Dittersdorf,07907,Plothener Straße 1,,diesel|e10|e5,3,60.235,43.339,58.137,79.23,2.226,11.33,1.0,9.33,12.67,12.67,1,,,
3062,80401fbe-1c62-4bce-8527-d9c7a621a9d8,RWG TS Bad Frankenhausen,Raiffeisen Mansfeld,Bad Frankenhausen,06567,Seehäuser Str.,73,diesel|e10|e5,3,60.234,90.152,82.723,7.828,2.156,8.67,4.0,1.67,3.33,6.33,1,,,
3063,2f45610d-44f0-42c0-80db-6771af54d29b,Axel Kaiser,NORDOEL,Lüneburg,21337,Dahlenburger Landstr.,91,diesel|e10|e5,3,60.229,30.693,75.663,74.332,2.232,10.0,1.0,7.67,11.33,11.67,1,,,
3064,005056ba-7cb6-1ed2-bceb-8f84c8680d35,star Tankstelle,STAR,Ascheberg,24326,Plöner Chaussee,22,diesel|e10|e5,3,60.22,66.155,71.714,42.791,2.209,10.33,2.0,4.0,6.67,9.67,1,,,
3065,e818c21e-b601-4e86-84b1-a16608de508f,RIMSTING - BAHNHOFSTR.,AGIP ENI,Rimsting,83253,Bahnhofstrasse,37,diesel|e10|e5,3,60.217,62.134,93.977,24.541,2.199,6.0,3.0,4.67,6.0,6.67,1,,,
3066,cb6dae0e-1656-43e2-82c1-c35d6aeed83d,AVIA Tankstelle,AVIA,Passau,94034,Alte Str.,39,diesel|e10|e5,3,60.211,83.811,39.697,57.124,2.182,12.67,2.0,7.67,11.0,12.67,1,,,
3067,51d4b6ac-a095-1aa0-e100-80009459e03a,JET ADENDORF ARTLENBURGER LANDSTR. 63,JET,ADENDORF,21365,ARTLENBURGER LANDSTR.,63,diesel|e10|e5,3,60.207,75.641,75.663,29.317,2.199,10.0,3.0,5.33,9.0,9.33,1,,,
3068,dbeac45a-0593-44fd-b59f-c577fe9f8413,HEUSENSTAMM - FRANKFURTER STRASSE 1,AGIP ENI,Heusenstamm,63150,Frankfurter Strasse,110,diesel|e10|e5,3,60.206,62.403,91.933,26.282,2.212,6.33,3.0,2.33,6.67,7.33,1,,,
3069,9ea1b621-8932-4b5c-9003-8302360d9392,Giovanni Brucculeri,Esso,Sandhausen,69207,Heidenaeckerstr.,36,diesel|e10|e5,3,60.196,71.157,27.922,81.508,2.202,14.0,1.0,12.33,13.33,14.0,1,,,
3069,fd0297ad-c29d-48ac-a33f-47f155103ae5,Giovanni Brucculeri,Esso,Ludwigshafen,67065,Maudacher Str.,289,diesel|e10|e5,3,60.196,71.157,27.922,81.508,2.202,14.0,1.0,7.0,13.33,13.33,1,,,
3071,e88898b1-2148-4935-970a-f2788031fbc1,OIL! tank &amp; go Automatentankstelle Duisburg,OIL! (Automatenstation),Duisburg,47051,Mercatorstraße 158,,diesel|e10|e5,3,60.18,58.777,51.466,70.298,2.216,12.0,1.0,5.67,10.33,12.33,1,,,
3072,e1a15081-25b6-9107-e040-0b0a3dfe563c,"Ludwigshafen, Industriestr. 51",HEM,Ludwigshafen,67063,Industriestr.,51,diesel|e10|e5,3,60.179,72.533,32.428,75.575,2.202,13.67,1.0,9.67,11.67,12.33,1,,,
3073,75f739cf-1aaf-4892-87b6-bf10ed9f2e36,"Hannover, Altenbekener Damm",HEM,Hannover,30173,Altenbekener Damm,3,diesel|e10|e5,3,60.172,60.434,53.868,66.214,2.212,12.0,1.0,9.33,12.0,12.0,1,,,
3074,02a86e3e-9a9e-4a03-b11d-14f2163b6405,Esso Tankstelle,ESSO,WEIDEN,92637,FRIEDRICH-EBERT-STR. 44,,diesel|e10|e5,3,60.171,12.036,82.487,85.989,2.246,9.0,1.0,15.0,15.33,15.33,1,,,
3075,16a7767d-0aaf-4f67-9aa6-c2490f5f3b86,Raiffeisen Westfalen Mitte eG,Raiffeisen,Soest,59494,Nottebohmweg,17,diesel|e10|e5,3,60.169,83.811,59.108,37.588,2.182,11.67,3.0,5.0,8.67,12.0,1,,,
3075,728dc1d7-a6d8-4623-81fb-012307ae14e3,Raiffeisen Westfalen Mitte eG,Raiffeisen,Soest,59494,Overweg,23,diesel|e10|e5,3,60.169,83.811,59.108,37.588,2.182,11.67,3.0,5.0,8.67,12.0,1,,,
3075,a859aafb-9b57-46d7-8d89-d9d3b0e589e2,Raiffeisen Westfalen Mitte eG,Raiffeisen,Möhnesee-Echtrop,59519,Kreisstr.,1,diesel|e10|e5,3,60.169,83.811,59.108,37.588,2.182,11.67,3.0,4.67,8.67,11.67,1,,,
3078,348b091c-2c68-4197-bf57-97367f664680,Tankstelle Harting Kleinenbremen,Unbekannt,Porta Westfalica,32457,Kleinenbremer Str.,4,diesel|e10|e5,3,60.162,72.08,51.547,56.859,2.199,11.33,1.0,8.33,9.0,10.0,1,,,
3078,ed0fac0d-12a8-46c1-a910-8630f349bbf0,Tankstelle Harting Bückeburg,Unbekannt,Bückeburg,31675,Hannoversche Str.,15,diesel|e10|e5,3,60.162,72.08,51.547,56.859,2.199,11.33,1.0,8.33,9.0,10.0,1,,,
3080,1d63841c-c058-47e7-a0e1-975eb30cc3c0,bft-Station Cakir,BFT,Meinerzhagen,58540,Derschlager Str.,46,diesel|e10|e5,3,60.158,46.917,73.685,59.871,2.216,10.33,1.0,4.33,7.0,7.67,1,,,
3081,005056a9-779e-1eed-9ec7-8ab7d2a70692,ORLEN Tankstelle,ORLEN,Pforzheim,75175,Eutinger Straße,102,diesel|e10|e5,3,60.153,66.155,38.879,75.424,2.209,13.33,1.0,7.67,11.67,12.67,1,,,
3082,51d4b4f7-a095-1aa0-e100-80009459e03a,JET HAMBURG WANDSBEKER CHAUSSEE 224,JET,HAMBURG,22089,WANDSBEKER CHAUSSEE,224,diesel|e10|e5,3,60.151,80.245,66.072,34.137,2.192,11.0,3.0,5.67,9.0,10.0,1,,,
3083,1c3cf9b2-d3bc-4aac-924a-3afe07bfc6f4,Sprint Berlin Landsberger Allee,Sprint,Berlin,12681,Landsberger Allee,534,diesel|e10|e5,3,60.147,75.641,32.428,72.373,2.199,13.67,2.0,12.67,13.67,14.33,1,,,
3084,9ba54770-2bec-47df-9923-2edb540f9393,"bft-Tankstelle Förster, Ober-Mörlen",bft,Ober-Mörlen,61239,Frankfurter Str.,51-53,diesel|e10|e5,3,60.146,30.693,86.559,63.188,2.232,7.67,1.0,5.33,8.0,8.0,1,,,
3085,51d4b56d-a095-1aa0-e100-80009459e03a,JET EMDEN AURICHER STR. 229,JET,EMDEN,26721,AURICHER STR.,229,diesel|e10|e5,3,60.136,62.403,54.815,63.188,2.212,12.0,1.0,6.67,8.0,8.0,1,,,
3086,bbbd8a3d-5e93-4ba3-6592-489aa2e6aa14,CleanCar AG NL116,CleanCar,Berlin,13597,Charlottenburger Chaussee,51 - 55,diesel|e10|e5,3,60.134,77.534,41.736,61.131,2.196,13.0,1.0,7.33,10.67,10.67,1,,,
3087,910bc144-ef5c-4629-86ed-5460d0c6dd1b,PIN Service-Station,PIN Service-Station,Weilheim,73235,Zeller Straße,15,diesel|e10|e5,3,60.125,66.155,30.363,83.857,2.209,14.0,1.0,10.33,14.33,15.0,1,,,
3088,e1a15081-25e3-9107-e040-0b0a3dfe563c,"Jerichow, Rosa-Luxemburg-Str. 20a",HEM,Jerichow,39319,Rosa-Luxemburg-Str. a,20,diesel|e10|e5,3,60.12,48.98,62.268,69.111,2.219,11.0,1.0,7.33,10.0,10.0,1,,,
3089,005056ba-7cb6-1ed2-bceb-856575ff8d30,star Tankstelle,STAR,Erwitte,59597,Hellweg,66,diesel|e10|e5,3,60.116,66.155,44.347,69.845,2.209,13.0,1.0,8.33,10.33,14.33,1,,,
3089,043f410c-c85d-4cfe-a925-37f477d2aa41,GS Die Genossenschaft eG,GS Die Genossenschaft eG,Langförden,49377,Oldenburger Str.,300,diesel|e10|e5,3,60.116,55.654,89.753,34.941,2.206,7.33,3.0,5.0,5.67,6.0,1,,,
3091,6d62dd06-831c-48bf-a719-60a34c0cd51a,Joiss,Joiss,Sulingen,27232,Friedrich-Tietjen-Str.,15,diesel|e10|e5,3,60.109,62.403,52.467,65.456,2.212,12.33,1.0,3.33,9.0,10.67,1,,,
3092,005056ba-7cb6-1ed2-bceb-9aeff06b4d3b,ORLEN Tankstelle,ORLEN,Braunschweig,38102,Wolfenbütteler Straße,85,diesel|e10|e5,3,60.101,66.155,35.668,78.48,2.209,13.33,1.0,10.0,12.67,13.0,1,,,
3093,2cd2ad1a-1d54-463e-bdb2-00f49d3f6844,Sprint Chemnitz Zwickauer Str.,Sprint,Chemnitz,09116,Zwickauer Str.,184,diesel|e10|e5,3,60.097,75.641,23.141,81.508,2.199,14.33,1.0,10.33,13.33,15.67,1,,,
3094,6f5f00c9-f3d2-11e9-b0e4-005056a2a083,CLASSIC Wolfsburg Breslauer Str.,CLASSIC,Wolfsburg,38440,Breslauer Str.,45,diesel|e10|e5,3,60.09,68.781,70.13,41.36,2.206,10.67,2.0,2.67,8.33,10.0,1,,,
3094,005056ba-7cb6-1ed2-bceb-c49d33f52d53,star Tankstelle,STAR,Schmölln,04626,Ronneburger Straße,116,diesel|e10|e5,3,60.09,66.155,66.072,48.044,2.209,11.0,2.0,7.33,8.67,8.67,1,,,
3096,420685c3-46b0-4607-97ca-6fc6f618cdfd,Tankstelle Tucht,Tucht,Hagen,58093,Rohrstraße,9,diesel|e10|e5,3,60.088,68.781,41.736,69.748,2.206,13.0,1.0,7.33,10.0,13.0,1,,,
3097,51d4b6ca-a095-1aa0-e100-80009459e03a,JET RODGAU WEISSKIRCHER STR. 126,JET,RODGAU,63110,WEISSKIRCHER STR.,126,diesel|e10|e5,3,60.082,69.263,51.494,59.488,2.206,12.33,1.0,6.33,9.0,9.0,1,,,
3098,51d4b450-a095-1aa0-e100-80009459e03a,JET WERNIGERODE HALBERSTAEDTER STR. 7,JET,WERNIGERODE,38855,HALBERSTAEDTER STR.,7,diesel|e10|e5,3,60.076,66.155,86.37,27.702,2.209,8.33,2.0,1.67,3.33,3.33,1,,,
3099,51d4b574-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle NEUSS BATAVERSTR. 93,Supermarkt-Tankstelle,NEUSS,41462,BATAVERSTR.,93,diesel|e10|e5,3,60.067,85.868,56.282,38.051,2.182,12.0,3.0,6.33,10.33,10.33,1,,,
3099,7a648916-974a-40d6-a6f5-7db1ce382564,"TS Melle, Oldendorfer Straße",Metank,Melle,49324,Oldendorfer Straße,37-39,diesel|e10|e5,3,60.067,59.563,53.554,67.084,2.209,11.67,1.0,6.0,9.33,11.33,1,,,
3099,91900560-679e-46c3-9bb0-7ceaf1a8e5e0,"TS, Industriestraße",Metank,Melle,49324,Industriestraße,10,diesel|e10|e5,3,60.067,59.563,53.554,67.084,2.209,11.67,1.0,6.0,9.33,11.33,1,,,
3102,ca954573-b35e-462f-bcef-1d14182288f4,Supermarkt Meerane,Supermarkt,Meerane,08393,Industrieweg,2,diesel|e10|e5,3,60.066,68.781,56.612,54.805,2.206,11.67,2.0,8.67,10.67,10.67,1,,,
3103,740db550-5bbb-4e05-b8b0-c9bc86557bd9,Pludra Tankstelle Pruß GmbH,Pludra,Hörstel-Riesenbeck,48477,Heinrich-Niemeyer-Str.,46,diesel|e10|e5,3,60.062,49.488,60.951,69.748,2.206,11.33,1.0,7.33,10.0,14.67,1,,,
3104,90f13b15-b6e6-d748-7f55-0a58e599d55a,BFT Tankstelle Olpe,Unbekannt,Olpe,57462,Bruchstraße,92-94,diesel|e10|e5,3,60.061,68.726,88.817,22.642,2.202,7.67,3.0,3.0,5.0,6.0,1,,,
3105,be23ddf6-6249-4351-8c17-9996961f4ff0,AVIA Tankstelle,AVIA,Lalendorf,18279,Zu den Wiesen,1,diesel|e10|e5,3,60.06,77.137,77.749,25.292,2.196,10.0,3.0,3.67,6.33,7.33,1,,,
3106,51d4b4ef-a095-1aa0-e100-80009459e03a,JET REICHENBACH FRIEDENSSTR. 69,JET,REICHENBACH,08468,FRIEDENSSTR.,69,diesel|e10|e5,3,60.057,62.403,89.753,28.016,2.212,7.33,2.0,1.0,3.33,6.67,1,,,
3107,4569bdae-4e94-441e-b92a-158bb2bb5159,PIN Service-Station,PIN Service-Station,Thannhausen,86470,Bahnhofstraße,51,diesel|e10|e5,3,60.055,50.81,47.846,81.508,2.219,12.67,1.0,12.33,13.33,13.67,1,,,
3108,3c03d801-adcd-4315-9af3-3e6602b981a8,Meissen,Hoyer Energy Direct,Meissen,01626,Hafenstrasse,54,diesel|e10|e5,3,60.05,83.977,88.817,7.355,2.186,7.67,6.0,0.33,3.33,3.33,1,,,
3109,e1a15081-24f1-9107-e040-0b0a3dfe563c,"Gräfenhainichen, Rathenaustr. 35",HEM,Gräfenhainichen,06773,Rathenaustr.,35,diesel|e10|e5,3,60.049,60.434,48.157,71.556,2.212,12.33,1.0,8.0,10.67,12.67,1,,,
3110,e1a15081-24cf-9107-e040-0b0a3dfe563c,"Bernburg, Hallesche Str. 104",HEM,Bernburg,06406,Hallesche Str.,104,diesel|e10|e5,3,60.045,53.994,69.869,56.274,2.216,10.67,1.0,2.33,8.0,9.0,1,,,
3110,e1a15081-25cf-9107-e040-0b0a3dfe563c,"Bernburg (Saale), Peißener Hauptstr",HEM,Bernburg (Saale),06406,Peißener Hauptstr.,63,diesel|e10|e5,3,60.045,53.994,69.869,56.274,2.216,10.67,1.0,3.0,8.0,9.0,1,,,
3112,005056ba-7cb6-1ed2-bced-a63862a48e50,star Tankstelle,STAR,Altenberg,01773,Dresdner Straße,15,diesel|e10|e5,3,60.041,66.155,88.16,25.808,2.209,7.67,5.0,1.0,5.33,7.33,1,,,
3113,005056ba-7cb6-1ed2-bceb-7f70e8e54d2a,star Tankstelle,STAR,Köln,51147,Waldstraße,148-150,diesel|e10|e5,3,60.04,66.155,67.782,46.181,2.209,11.0,4.0,5.67,11.67,11.67,1,,,
3113,e1a15081-2526-9107-e040-0b0a3dfe563c,"Querfurt, Eislebener Str.",HEM,Querfurt,06268,Eislebener Str. e,38,diesel|e10|e5,3,60.04,57.102,55.292,67.727,2.212,12.0,1.0,5.67,9.67,11.33,1,,,
3115,005056ba-7cb6-1ed2-bceb-568a4bb56d15,ORLEN Tankstelle,ORLEN,Minden,32429,Portastraße,52,diesel|e10|e5,3,60.032,66.155,79.596,34.346,2.209,9.33,4.0,7.33,8.33,9.67,1,,,
3116,35bc5091-d003-4449-b861-5b418f6f65b0,Sibel Capar,Westfalen,Bad Bentheim,48455,Rheiner Str.,5,diesel|e10|e5,3,60.029,30.693,71.711,77.683,2.232,10.67,1.0,12.33,12.33,12.33,1,,,
3117,e1a15081-25d9-9107-e040-0b0a3dfe563c,"Ilsenburg OT Drübeck, Am Thie / B6",HEM,Drübeck,38871,Gewerbegebiet Am Thie/B,6,diesel|e10|e5,3,60.006,48.98,75.633,55.406,2.219,10.0,1.0,3.67,5.33,5.33,1,,,
3118,53fbbc24-9bf2-4664-bef3-516da91a7b4d,OIL! Tankstelle Erhard Kiehl,Unbekannt,Heiligenhafen,23774,Bergstr.,41,diesel|e10|e5,3,60.005,45.024,79.837,55.154,2.219,9.67,1.0,6.0,9.0,11.33,1,,,
3119,6d11f678-36cb-44a0-9776-a9c3e84dca1d,"bft-Tankstelle Förster, Schlüchtern",bft,Schlüchtern,36381,Hanauer Str.,8,diesel|e10|e5,3,59.994,30.693,86.295,62.994,2.232,8.33,1.0,4.33,8.33,8.67,1,,,
3120,6c8c7c5e-0f0c-4e98-94b3-cad28679adb3,Tankstelle Neff,BURGER 24H,Deisslingen,78652,Gupfenstrasse,21,diesel|e10|e5,3,59.984,54.562,56.612,68.779,2.216,11.67,1.0,8.33,10.0,11.0,1,,,
3121,70cd594f-6f6f-4cc5-9000-2d465fa23b35,Sprint Witten- Heven Wannen,Sprint,Witten- Heven,58455,Wannen,137-141,diesel|e10|e5,3,59.974,75.641,45.427,58.853,2.199,12.67,2.0,6.33,10.0,11.67,1,,,
3122,005056ba-7cb6-1ed2-bceb-5bd0f5970d18,star Tankstelle,STAR,Glindow,14542,Klaistower Straße,38,diesel|e10|e5,3,59.964,66.155,87.189,26.549,2.209,8.0,5.0,1.0,6.0,7.67,1,,,
3123,00060989-0543-4444-8888-acdc00000543,Tankstelle Groß Oesingen,VR PLUS Energie,Groß Oesingen,29393,Hauptstraße,28,diesel|e10|e5,3,59.962,87.464,56.282,36.141,2.172,12.0,2.0,2.0,2.0,2.0,1,,,
3123,00061002-0548-4444-8888-acdc00000548,Tankstelle Breitenhees,VR PLUS Energie,Stadensen,29596,Breitenhees,8,diesel|e10|e5,3,59.962,87.464,56.282,36.141,2.172,12.0,2.0,2.0,2.0,2.0,1,,,
3125,92ebf87b-07a2-4986-987a-9ac4af49f310,"Deißlingen, Bahnhofstr. 91",HEM,Deißlingen,78652,Bahnhofstr.,91,diesel|e10|e5,3,59.958,45.941,68.175,65.758,2.222,10.33,1.0,7.0,9.0,9.0,1,,,
3126,aa47ccf7-7802-4efa-860a-af19a12d667a,AGRAVIS Niedersachsen Süd GmbH,Raiffeisen,Hattorf,37197,Kornhausstr.,6,diesel|e10|e5,3,59.957,59.563,77.618,42.691,2.209,9.67,2.0,2.33,6.67,8.0,1,,,
3126,d2ec1f9f-a632-4bfb-9b90-1e672223b0a4,AGRAVIS Niedersachsen Süd GmbH,Raiffeisen,Elbingerode,37412,Raiffeisenplatz,1,diesel|e10|e5,3,59.957,59.563,77.618,42.691,2.209,9.67,2.0,2.33,6.67,8.0,1,,,
3128,ffd20861-0f8a-40e9-ac3c-446302b6e6fd,Automatentankstelle,Markant (Tankautomat),Gehrden,30989,Gehrdener Straße,5,diesel|e10|e5,3,59.951,66.155,30.335,83.362,2.209,14.0,1.0,15.0,15.33,15.33,1,,,
3129,c2cea01b-6a48-4e5a-a2f5-730b83bad7d3,Shell Gochsheim Schweinfurter Str. 85,Shell,Gochsheim,97469,Schweinfurter Str.,85,diesel|e10|e5,3,59.944,96.815,54.602,28.415,2.102,12.0,3.0,6.33,7.67,8.67,1,,,
3130,51d4b454-a095-1aa0-e100-80009459e03a,JET KIRCHHEIM DETTINGER STR. 87,JET,KIRCHHEIM,73230,DETTINGER STR.,87,diesel|e10|e5,3,59.935,80.245,27.159,72.402,2.192,14.33,1.0,10.0,12.33,13.0,1,,,
3131,f0f18964-19c3-4b6f-80a7-3697419b2a9d,ENI,AGIP ENI,Forchheim,91301,Hafenstrasse,7,diesel|e10|e5,3,59.931,62.134,93.977,23.682,2.199,6.0,3.0,2.67,7.0,8.0,1,,,
3132,ead16546-b31e-5b09-b226-0c8a02ceb718,Freiburg (Elbe),Hoyer,Freiburg (Elbe),21729,An der Börne,1,diesel|e10|e5,3,59.928,80.245,51.494,48.044,2.192,12.33,2.0,3.33,8.67,8.67,1,,,
3133,dd474466-ac1c-4393-a29a-96c8daa744b6,Elan Delmenhorst,ELAN,Delmenhorst,27755,Hasporter Damm,200,diesel|e10|e5,3,59.919,58.777,65.691,55.291,2.216,10.33,2.0,10.33,11.0,11.0,1,,,
