rank,station_uuid,name,brand,city,post_code,street,house_number,fuels,fuel_count,customer_friendliness_score,price_level_score,stability_score,markdown_speed_score,avg_noon_price_eur_l,avg_span_cents,median_first_markdown_hour_after_12,avg_markdown_by_16_cents,avg_markdown_by_18_cents,avg_markdown_by_22_cents,min_cycle_days,award_tier,award_label,award_top_percent
8131,7b223da3-c43c-4aaa-9549-21a201f29c3d,Esso Tankstelle,ESSO,ERFTSTADT,50374,ROEMERHOFWEG 2 a,,diesel|e10|e5,3,40.533,12.036,23.173,86.389,2.246,14.67,1.0,6.0,15.33,16.0,1,,,
8132,3b69106c-b50c-497d-95e7-0685746f7e0d,Aral Tankstelle,ARAL,Ditzingen,71254,Siemensstraße,21,diesel|e10|e5,3,40.531,50.81,18.636,52.149,2.219,14.67,3.0,10.67,14.33,14.33,1,,,
8132,61ebcc62-c894-4b04-afba-3b146c53eaf5,Aral Tankstelle,ARAL,Lauffen,74348,Stuttgarter Straße,75,diesel|e10|e5,3,40.531,50.81,18.636,52.149,2.219,14.67,3.0,13.0,14.33,14.33,1,,,
8132,65a61109-e833-4f44-bd1f-873d48c08621,Aral Tankstelle,ARAL,Lauffen,74348,Kiesstraße,4-6,diesel|e10|e5,3,40.531,50.81,18.636,52.149,2.219,14.67,3.0,13.0,14.33,14.33,1,,,
8132,9da744e2-ca11-4d21-ab18-df774798c37e,Aral Tankstelle,ARAL,Oberreichenbach,75394,Wildbader Straße,55,diesel|e10|e5,3,40.531,50.81,18.636,52.149,2.219,14.67,3.0,13.0,14.33,14.33,1,,,
8132,cbdbe3cf-25e9-4b90-a118-64d7fc57f261,Aral Tankstelle,ARAL,Weil der Stadt,71263,Siemensstraße,9,diesel|e10|e5,3,40.531,50.81,18.636,52.149,2.219,14.67,3.0,7.0,14.33,14.33,1,,,
8137,ca06e9d4-3fde-4e55-a0f8-11c277c8c3a9,Aral Tankstelle,ARAL,Köln,51109,Olpener Straße,498,diesel|e10|e5,3,40.513,50.81,47.846,22.884,2.219,12.67,5.0,1.0,9.0,11.67,1,,,
8138,47689d73-c4a5-42cd-8750-3c7dae37f606,Esso Tankstelle,ESSO,BESTWIG,59909,BUNDESSTR. 77,,diesel|e10|e5,3,40.512,12.036,27.922,81.579,2.246,14.0,1.0,8.0,13.67,15.67,1,,,
8139,48bd1f5e-d31f-4a9f-aaf2-259c35edbc9c,Aral Tankstelle,ARAL,Großefehn,26629,Auricher Landstraße,16,diesel|e10|e5,3,40.511,47.183,36.481,37.87,2.222,13.33,3.0,9.0,10.33,10.33,1,,,
8140,0e1d1fc8-6e30-47c8-8a15-c52b81eac80d,Aral Tankstelle,ARAL,Viernheim,68519,BAB,659,diesel|e10|e5,3,40.509,50.81,25.281,45.436,2.219,14.33,3.0,9.67,12.33,13.0,1,,,
8141,043f2bef-88b4-428d-a8a9-54c5dead3005,Esso Station,ESSO,Plech,91287,Ottenhof 51,,diesel|e10|e5,3,40.503,12.036,23.141,86.332,2.246,14.33,1.0,13.0,15.67,16.67,1,,,
8142,760df05e-bdb8-4b48-a5ed-78498dafb8bc,bft-willer Station Husby 160,bft-willer,Husby,24975,Flensburger Str.,37,diesel|e10|e5,3,40.502,16.117,32.428,72.962,2.256,13.67,1.0,8.67,11.0,13.67,1,,,
8143,2fd6b1be-c015-4e5f-907c-7c59b00dc6ce,TotalEnergies Aschaffenburg,TotalEnergies,Aschaffenburg,63741,Schillerstr.,80,diesel|e10|e5,3,40.497,43.339,32.428,45.723,2.226,13.67,3.0,7.67,11.0,11.67,1,,,
8144,e4e6e48c-79b6-4b57-8363-bc518750eee8,TotalEnergies Truckstop Thiendorf,TotalEnergies Truckstop,Thiendorf,01561,Kamenzer Str.,27,diesel|e10|e5,3,40.493,25.834,65.558,30.087,2.236,11.33,3.0,3.33,7.67,9.0,1,,,
8145,7d0b9bbd-8917-4833-bb13-17e257d3e17c,Shell Erndtebrueck Rohrbachweg 2,Shell,Erndtebrueck,57339,Rohrbachweg,2,diesel|e10|e5,3,40.492,25.834,59.108,36.533,2.236,11.67,3.0,7.67,10.0,10.67,1,,,
8146,b5b6e385-c0ee-4279-86b8-8132ad7754e6,TotalEnergies Mengerskirchen,TotalEnergies,Mengerskirchen,35794,Erlenwiese,21,diesel|e10|e5,3,40.488,43.339,18.545,59.581,2.226,15.33,3.0,13.33,15.67,15.67,1,,,
8147,bfc487ff-cd6c-4288-a351-ee9bc857a4ea,Aral Tankstelle,ARAL,Köln,51149,Alter Deutzer Postweg,102,diesel|e10|e5,3,40.485,50.81,36.481,34.164,2.219,13.33,3.0,1.67,9.33,12.33,1,,,
8147,d2486de4-a8e6-4233-b57c-3315b254aad4,Aral Tankstelle,ARAL,Würselen,52146,Krefelder Straße,17,diesel|e10|e5,3,40.485,50.81,36.481,34.164,2.219,13.33,3.0,1.67,9.33,10.67,1,,,
8149,64d12df3-2339-4d01-87a5-730663b6e9d5,Aral Tankstelle,ARAL,Neresheim,73450,Nördlinger Straße,18-22,diesel|e10|e5,3,40.482,34.537,59.108,27.803,2.229,11.67,3.0,6.67,6.67,7.33,1,,,
8150,e52d755d-4be7-4962-a917-3b0139e6f352,Esso Tankstelle,ESSO,BOHMTE,49163,OSNABRUECKER STR. 5,,diesel|e10|e5,3,40.481,12.036,36.646,72.761,2.246,13.67,1.0,8.67,11.0,14.33,1,,,
8151,4012fbdf-1921-47f1-a24c-5685452e43c9,Diane Junker/Marco Weber,NORDOEL,Gnoien,17179,Vor dem Mühlentor,9,diesel|e10|e5,3,40.478,38.48,23.908,59.045,2.229,14.33,1.0,10.33,10.4,12.67,1,,,
8152,54dae2ff-20b9-4e51-b41d-613b51142430,TotalEnergies Dortmund,TotalEnergies,Dortmund,44265,Preinstr.,126,diesel|e10|e5,3,40.477,43.339,39.287,38.804,2.226,13.33,3.0,5.67,9.0,11.0,1,,,
8153,8fb15a96-01b8-4f93-91ea-65a2bd3c2ef9,Shell Grossschirma Leipziger Str. 5a,Shell,Grossschirma,09603,Leipziger Str.,5a,diesel|e10|e5,3,40.474,25.834,75.663,19.926,2.236,10.0,3.0,2.33,2.33,2.67,1,,,
8154,e8f26844-d2ef-4dd4-8ddf-ce7b9ebcbf2a,Selbsttanken G.Overhoff GmbH,G.Overhoff GmbH,Lingen,49811,Antoniusstraße,1,diesel|e10|e5,3,40.471,78.458,4.154,38.802,2.192,18.33,3.0,7.0,10.33,10.33,1,,,
8155,23ba9d24-20c0-4c79-befb-a42ca01e0301,Esso Tankstelle,ESSO,HERFORD,32051,ENGERSTR. 180,,diesel|e10|e5,3,40.47,12.036,23.141,86.232,2.246,14.33,1.0,10.0,15.67,15.67,1,,,
8156,39add580-4053-4eb2-8a4a-2744c249c48c,Aral Tankstelle,ARAL,Neuss,41469,Nievenheimer Straße,6,diesel|e10|e5,3,40.469,47.183,23.141,51.083,2.222,14.33,3.0,11.0,14.0,14.0,1,,,
8157,1d5643e1-8f3f-464d-8583-f63f0c8740ff,Shell Leipzig Torgauer Str. 308,Shell,Leipzig,04347,Torgauer Str.,308,diesel|e10|e5,3,40.461,25.834,74.687,20.862,2.236,9.33,3.0,2.67,3.33,4.0,1,,,
8158,d127feae-5d78-446a-a647-12899f45707f,Aral Tankstelle,ARAL,Schnaittach,91220,Schwarzleite,2,diesel|e10|e5,3,40.46,34.537,60.168,26.674,2.229,11.67,3.0,4.0,7.0,9.33,1,,,
8158,d54e9e5a-ee5b-4807-9c5a-5bdd3fdd4ccd,AVIA Villingen-Schwenningen,AVIA,Villingen-Schwenningen,78048,Berliner Str.,21,diesel|e10|e5,3,40.46,34.537,60.168,26.674,2.229,11.67,3.0,4.0,7.0,8.0,1,,,
8160,bd4ec1d5-d207-41ee-8306-8de6c8049ef6,Marcus Hambach,Westfalen,Moers,47445,Rheinberger Str.,306,diesel|e10|e5,3,40.459,1.928,31.815,87.633,2.272,13.67,1.0,14.67,16.67,18.0,1,,,
8161,55ed0e4a-69a5-4c05-b2e5-9f3ac750353b,Esso Tankstelle,ESSO,BAIERSDORF,91083,ERLANGER STR. 6,,diesel|e10|e5,3,40.456,12.036,22.144,87.186,2.246,15.0,1.0,12.0,16.0,18.0,1,,,
8162,55cb7434-5bc5-4c44-9cc4-97509f1dc232,AVIA Tankstelle,AVIA,Sonsbeck,47665,Alpener Straße,18,diesel|e10|e5,3,40.454,22.365,79.596,19.4,2.239,9.33,3.0,3.33,5.33,6.67,1,,,
8163,071542b0-8934-49a5-a28f-5ed5cfbdb1f2,Aral Tankstelle,ARAL,Saarbrücken,66121,Mainzer Straße,273,diesel|e10|e5,3,40.449,28.301,60.168,32.878,2.232,11.67,3.0,4.67,9.0,9.33,1,,,
8163,ed4f22b9-98bd-4121-8eb3-47c574b2a45c,Aral Tankstelle,ARAL,Saarbrücken,66119,Feldmannstraße,69-73,diesel|e10|e5,3,40.449,28.301,60.168,32.878,2.232,11.67,3.0,5.33,9.0,10.0,1,,,
8165,6fdafb0a-907a-44cb-9328-1bfcadf73544,Aral Tankstelle,ARAL,Krefeld,47839,Klever Straße,165,diesel|e10|e5,3,40.439,47.183,32.428,41.707,2.222,13.67,3.0,6.67,11.33,11.33,1,,,
8166,a7dcf144-3048-4aa2-994d-426e1d62aed5,Shell Schopfheim Lusring 14,Shell,Schopfheim,79650,Lusring,14,diesel|e10|e5,3,40.437,25.834,63.984,31.493,2.236,11.33,3.0,2.0,8.33,8.33,1,,,
8166,b3866f00-2e15-4ad1-9cbf-412741a06a3a,Shell Hamburg Kollaustr. 39,Shell,Hamburg,22529,Kollaustr.,39,diesel|e10|e5,3,40.437,25.834,63.984,31.493,2.236,11.33,3.0,1.67,8.33,10.0,1,,,
8166,ca0b70a2-764b-4682-9c05-cad5af09833e,Shell Steinen Hoellstein Landstr. 19 A,Shell,Steinen Hoellstein,79585,Landstr.,19 A,diesel|e10|e5,3,40.437,25.834,63.984,31.493,2.236,11.33,3.0,2.0,8.33,8.33,1,,,
8169,872e6149-07d0-4ac6-88f1-e0f77273a4cd,Sb Creussen Kappel 2,SB,Creussen,95473,Kappel,2,diesel|e10|e5,3,40.436,43.339,10.475,67.496,2.226,15.67,2.0,12.33,14.33,14.33,1,,,
8170,ffdf8d91-91c3-4ac9-bda1-5751af2bc5a1,SB Hemsbach Huettenfelder Straße 51,SB,Hemsbach,69502,Huettenfelder Straße,51,diesel|e10|e5,3,40.435,43.339,10.475,67.492,2.226,15.67,2.0,12.67,14.0,14.0,1,,,
8171,4c129f98-662b-439c-98b8-a18e3c678352,Aral Tankstelle,ARAL,Erdmannhausen,71729,Marbacher Straße,21,diesel|e10|e5,3,40.429,50.81,32.428,38.051,2.219,13.67,3.0,5.67,10.33,12.0,1,,,
8172,3b9a6cd6-e0f1-441a-868a-3de40b2161c7,Aral Tankstelle,ARAL,Köln,50735,Boltensternstraße,350,diesel|e10|e5,3,40.422,50.81,15.994,54.46,2.219,15.0,2.0,7.33,10.33,12.0,1,,,
8173,1c62b726-bc64-4c3a-ac91-a6f45444f7c8,Esso Tankstelle,ESSO,BAD BLANKENBURG,07422,RUDOLSTAEDTER STR. 9,,diesel|e10|e5,3,40.403,12.036,20.665,88.509,2.246,14.67,1.0,16.0,18.0,18.0,1,,,
8174,e4339089-694a-4dbe-9af7-4fae7057fe24,Schmidt Mineralöl -Vertrieb GmbH Scheibenberg,Unbekannt,Scheibenberg,09481,Silberstraße,2 A,diesel|e10|e5,3,40.397,0.47,31.212,89.509,2.336,14.0,1.0,20.33,22.0,22.0,1,,,
8175,7d4a25b1-6335-4e37-8dda-6e0b9fce4402,Esso Tankstelle,ESSO,OFFENBACH,63071,BIEBERER STR. 174,,diesel|e10|e5,3,40.396,12.036,22.918,86.232,2.246,15.0,1.0,9.33,15.67,15.67,1,,,
8176,105307c4-8562-45e4-9cc2-a04ef4a19400,Aral Tankstelle,ARAL,Ulm,89073,Karlstraße,77,diesel|e10|e5,3,40.394,50.81,27.194,43.178,2.219,14.0,3.0,5.33,11.67,12.67,1,,,
8176,4f5ab1c6-7a67-4a21-851c-2562124c2d86,Aral Tankstelle,ARAL,Eitorf,53783,Bahnhofstr.,43,diesel|e10|e5,3,40.394,50.81,27.194,43.178,2.219,14.0,3.0,8.33,11.67,13.33,1,,,
8176,d135748a-55d8-4edc-9312-759c6da7b469,Shell Rodgau 3 Niederroden Frankfurter Str. 97,Shell,Rodgau 3 Niederroden,63110,Frankfurter Str.,97,diesel|e10|e5,3,40.394,25.834,65.26,30.087,2.236,11.0,3.0,6.0,7.67,9.0,1,,,
8179,f56cbf45-9e80-4c51-b689-23a3d01be174,PM Moenchengladbach Schriefersmuehle 25a,PM,Moenchengladbach,41179,Schriefersmuehle,25a,diesel|e10|e5,3,40.39,43.339,9.274,68.558,2.226,16.0,2.0,12.33,14.33,15.0,1,,,
8180,25b5d585-2ebf-4df6-9ef8-4dccc207e66b,Esso Tankstelle,ESSO,WAECHTERSBACH,63607,INDUSTRIESTR. 31,,diesel|e10|e5,3,40.389,12.036,23.141,85.989,2.246,14.33,1.0,15.33,15.33,15.33,1,,,
8181,5b6fb9cd-18db-49f2-93e5-ea64be2bd4a3,Shell Berg Bei Hof Sieggrubenstr 5,Shell,Berg Bei Hof,95180,Sieggrubenstr,5,diesel|e10|e5,3,40.383,25.834,67.782,27.534,2.236,11.0,3.0,5.0,7.33,10.0,1,,,
8182,2a818599-5514-4eb0-a014-cee076c23a14,Shell Quedlinburg Auf Den Steinen 16,Shell,Quedlinburg,06485,Auf Den Steinen,16,diesel|e10|e5,3,40.38,25.834,71.597,23.71,2.236,10.67,3.0,3.33,5.67,8.67,1,,,
8182,5394dbbe-96f1-4ada-8791-e6efb897b242,Shell Thale Neinstedter Str. 12,Shell,Thale,06502,Neinstedter Str.,12,diesel|e10|e5,3,40.38,25.834,71.597,23.71,2.236,10.67,3.0,3.33,5.67,8.67,1,,,
8184,de556902-f838-4a16-ae90-57497c6b5ea4,TotalEnergies Bietigheim,TotalEnergies,Bietigheim,76467,An der B3,,diesel|e10|e5,3,40.378,43.339,7.644,70.151,2.226,16.67,2.0,12.33,15.33,15.33,1,,,
8185,3777d63a-f26c-425e-8240-9ab7bc02e5d1,Aral Tankstelle,ARAL,Bergneustadt,51702,Kölner Straße,290,diesel|e10|e5,3,40.369,50.81,32.428,37.87,2.219,13.67,3.0,5.67,10.33,13.0,1,,,
8185,457d651b-3b6e-4b07-ba19-25ce7497464f,Aral Tankstelle,ARAL,Bad Neuenahr-Ahr.,53474,Heerstraße,51,diesel|e10|e5,3,40.369,50.81,32.428,37.87,2.219,13.67,3.0,9.67,10.33,11.0,1,,,
8185,f2d21709-e795-4596-8992-61250d7b5225,Aral Tankstelle,ARAL,Bad Neuenahr-Ahrweil,53474,Sebastianstraße,158,diesel|e10|e5,3,40.369,50.81,32.428,37.87,2.219,13.67,3.0,9.67,10.33,11.0,1,,,
8188,c55364d7-cb92-49e2-9792-50f91fcd33d5,Aral Tankstelle,ARAL,Sauerlach,82054,Münchener Straße,13,diesel|e10|e5,3,40.368,34.537,43.793,42.773,2.229,13.0,3.0,11.0,11.67,11.67,1,,,
8189,5f0a857d-a161-40bf-a3a0-28e564951ec2,Bavaria Petrol,Bavaria Petrol,Berlin,10711,Heilbronner Straße,14-15,diesel|e10|e5,3,40.364,24.674,14.528,81.89,2.236,15.33,1.0,10.33,14.0,15.33,1,,,
8190,6c9ef4c6-6f16-4ad8-a5e8-aa06c2fc8c2c,TotalEnergies Bremen,TotalEnergies,Bremen,28205,Osterdeich,124-125,diesel|e10|e5,3,40.352,43.339,51.494,26.223,2.226,12.33,4.0,3.67,7.67,9.67,1,,,
8191,941d3661-a077-46a6-8bf9-e84d6cbae931,Esso Tankstelle,ESSO,ACHIM,28832,OBERNSTR. 129,,diesel|e10|e5,3,40.351,12.036,27.922,81.094,2.246,14.0,1.0,10.33,13.33,16.0,1,,,
8191,ebed0407-9d99-49f7-8bc4-670e1e45f2fa,Esso Tankstelle,ESSO,OBERAULA,36280,NIEDERRHEINISCHE STR. 18,,diesel|e10|e5,3,40.351,12.036,27.922,81.094,2.246,14.0,1.0,11.33,13.33,14.0,1,,,
8193,154b1dc5-6cff-46c7-8f63-0beea92fdf41,Sb Koeln Dellbrücker Hauptstraße 9,SB,Koeln,51069,Dellbrücker Hauptstraße,9,diesel|e10|e5,3,40.348,43.339,7.771,69.933,2.226,16.67,2.0,10.33,16.0,16.0,1,,,
8194,bc3aff7a-8a94-4f85-fae1-6ba325a2d074,Neuenburg,SCORE,Zetel,26340,Urwaldstraße,26,diesel|e10|e5,3,40.333,0.99,33.325,86.685,2.296,16.0,1.0,19.0,19.0,19.0,1,,,
8195,b06dc43d-b459-425f-b778-fccd3f6a07a9,bft-Station Haselünne Meppener Str.,bft-Station,Haselünne,49740,Meppener Straße,17,diesel|e10|e5,3,40.315,27.964,34.178,58.802,2.236,13.33,2.0,10.0,11.33,12.0,1,,,
8196,bfbd3c8e-78af-486e-94f0-5b99f37dfe76,Aral Tankstelle,ARAL,Menden,58708,Fröndenberger Straße,291,diesel|e10|e5,3,40.312,47.183,52.467,21.286,2.222,12.33,4.0,2.67,8.0,10.0,1,,,
8197,b75499b8-24dc-41a8-8ffc-61593942b788,SB Erlangen Bunsenstr. 41,SB,Erlangen,91058,Bunsenstr.,41,diesel|e10|e5,3,40.311,43.339,13.116,64.479,2.226,15.33,2.0,9.0,13.0,13.67,1,,,
8198,e8f17c2f-153c-4c0c-a0d6-086bbe50a718,Esso Tankstelle,ESSO,LANGENSELBOLD,63505,GELNHAEUSER STR. 36,,diesel|e10|e5,3,40.307,12.036,22.653,86.232,2.246,14.67,1.0,15.33,15.67,15.67,1,,,
8199,28f25ec7-7583-4989-b765-f6d3b63e0b27,TotalEnergies Wetter,TotalEnergies,Wetter,58300,Osterfeldstr.,60,diesel|e10|e5,3,40.306,43.339,36.646,40.935,2.226,13.67,3.0,7.0,9.67,12.33,1,,,
8199,3c5b740f-7a55-4ae2-ad0d-4a250b9cd17e,TotalEnergies Wetter,TotalEnergies,Wetter,58300,Grundschoetteler Str.,58,diesel|e10|e5,3,40.306,43.339,36.646,40.935,2.226,13.67,3.0,7.0,9.67,12.33,1,,,
8199,40f0a4a9-69d0-423a-aef2-5eb229271abd,TotalEnergies Rostock,TotalEnergies,Rostock,18059,Erich-Schlesinger-Str.,26,diesel|e10|e5,3,40.306,43.339,20.246,57.335,2.226,15.33,2.0,7.67,11.33,13.0,1,,,
8199,c5c8a00b-6922-4bc1-b978-1ec6a7287c08,TotalEnergies Wetter,TotalEnergies,Wetter,58300,Vogelsanger Str.,37,diesel|e10|e5,3,40.306,43.339,36.646,40.935,2.226,13.67,3.0,7.0,9.67,12.33,1,,,
8203,5a876b22-b0f7-4aaa-aa6c-22622c5d5a8d,Aral Tankstelle,ARAL,Leverkusen,51375,Willy-Brandt-Ring,101,diesel|e10|e5,3,40.302,50.81,23.141,46.955,2.219,14.33,2.0,2.67,8.33,9.67,1,,,
8203,2387601d-b2a5-4660-a8a0-a101cb391b49,Sb Meerbusch Meerbuscher Str. 196,SB,Meerbusch,40670,Meerbuscher Str.,196,diesel|e10|e5,3,40.302,43.339,9.008,68.558,2.226,16.0,2.0,6.33,14.33,15.0,1,,,
8205,9cb06347-4c3c-4ae6-80c7-1cfe483fdd0d,Esso Tankstelle,ESSO,LAMSTEDT,21769,BREMERVOERDER STR. 38,,diesel|e10|e5,3,40.293,12.036,30.363,78.48,2.246,14.0,1.0,8.67,12.67,15.67,1,,,
8206,23a3ea29-1a71-46b9-ab98-4f514950bea2,Esso Tankstelle,ESSO,LUDWIGSBURG,71636,SCHWIEBERDINGER STR. 133,,diesel|e10|e5,3,40.285,12.036,23.141,85.677,2.246,14.33,1.0,11.67,15.0,16.67,1,,,
8206,9a98ab7a-40e5-47c7-b8ea-2f668c9a5dae,Esso Tankstelle,ESSO,MAULBRONN,75433,FRANKFURTER STR. 79,,diesel|e10|e5,3,40.285,12.036,23.141,85.677,2.246,14.33,1.0,11.67,15.0,16.33,1,,,
8208,14430137-6335-4222-957a-a16a70247f83,Shell Hamburg Hammer Deich 3,Shell,Hamburg,20537,Hammer Deich,3,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,6.0,10.67,10.67,1,,,
8208,37609cdd-8e35-4054-8fa7-b461343bbe81,Shell Hamburg Friedrich-Ebert-Damm 171,Shell,Hamburg,22047,Friedrich-Ebert-Damm,171,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,7.33,10.67,11.67,1,,,
8208,570db8b0-501d-402f-ba0d-afcb979c84a8,Shell Hamburg Ahrensburger Str. 35,Shell,Hamburg,22041,Ahrensburger Str.,35,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,8.0,10.67,11.67,1,,,
8208,58d6ab89-f405-41b8-a68d-c3b8f8b5232b,Shell Rinteln Lemgoer Str. 55,Shell,Rinteln,31737,Lemgoer Str.,55,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,9.0,10.67,11.33,1,,,
8208,6abd024c-1812-4fe0-985e-e7798eb6a2d5,Shell Seevetal Ohlendorfer Str. 42,Shell,Seevetal,21220,Ohlendorfer Str.,42,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,7.67,10.67,11.33,1,,,
8208,827b3344-b755-49c2-8314-1ee459baa557,Shell Elmenhorst Bundesstr. 20,Shell,Elmenhorst,23869,Bundesstr.,20,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,9.33,10.67,11.67,1,,,
8208,9b049408-6197-4cfe-8785-7121431c92ab,Shell Kupferzell Langenburger Str. 43,Shell,Kupferzell,74635,Langenburger Str.,43,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,8.67,10.67,10.67,1,,,
8208,ba02d21f-ad5d-4604-8e8a-93f8337d4f5b,Shell Albersdorf Friedrichstr. 17,Shell,Albersdorf,25767,Friedrichstr.,17,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,7.67,10.67,11.67,1,,,
8208,d062e98e-c7fc-4a1c-a14d-c758639afc16,Shell Hamburg Luebecker Str. 86,Shell,Hamburg,22087,Luebecker Str.,86,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,7.0,10.67,11.67,1,,,
8208,e736cdbd-aecc-419e-8626-0db1b239e28e,Shell Hamburg Juethornstr. 49,Shell,Hamburg,22043,Juethornstr.,49,diesel|e10|e5,3,40.284,25.834,55.547,39.472,2.236,12.0,3.0,7.33,10.67,11.67,1,,,
8218,abad0399-8e0c-409c-8e1c-8f71c23b7283,Shell Luhden An Der B 83 83,Shell,Luhden,31711,An Der B 83,83,diesel|e10|e5,3,40.28,25.834,60.168,34.838,2.236,11.67,3.0,8.67,9.33,10.33,1,,,
8218,db69a03a-eaff-4049-9bd2-2b8bfbb6d16e,Shell Bad Segeberg Ziegelstr. 100,Shell,Bad Segeberg,23795,Ziegelstr.,100,diesel|e10|e5,3,40.28,25.834,60.168,34.838,2.236,11.67,3.0,8.0,9.33,10.67,1,,,
8218,db974126-82aa-49ec-a038-1af3f0ba696f,Shell Hamburg Osdorfer Landstr. 1,Shell,Hamburg,22607,Osdorfer Landstr.,1,diesel|e10|e5,3,40.28,25.834,60.168,34.838,2.236,11.67,3.0,1.67,9.33,9.67,1,,,
8221,9654781b-7407-42f3-a58d-747b6234e848,Aral Tankstelle,ARAL,Willich,47877,Krefelder Straße,136,diesel|e10|e5,3,40.274,47.183,47.846,25.793,2.222,12.67,3.0,1.67,6.67,11.0,1,,,
8222,6b9dcae3-0b93-4633-9b96-1a377c930f09,Shell Hamburg Paul-Sorge-Str. 150,Shell,Hamburg,22455,Paul-Sorge-Str.,150,diesel|e10|e5,3,40.273,25.834,73.685,21.3,2.236,10.33,3.0,0.67,6.33,9.0,1,,,
8223,d3940ce8-1797-445d-9279-a2bd4b306032,team Tankstelle Südermarsch,team,Südermarsch,25813,Bundesstr.,36,diesel|e10|e5,3,40.258,4.137,44.917,71.718,2.259,12.67,1.0,7.67,10.67,13.67,1,,,
8224,a62b2f55-9756-4a5d-9305-c4820e4fcab6,TotalEnergies Duisburg,TotalEnergies,Duisburg,47259,Muendelheimer Str.,106,diesel|e10|e5,3,40.256,43.339,39.287,38.143,2.226,13.33,4.0,3.0,11.33,11.33,1,,,
8225,474226be-281f-4545-93d2-acc2f26119bc,TotalEnergies Eschweiler,TotalEnergies,Eschweiler,52249,Duerener Str.,168-172,diesel|e10|e5,3,40.251,43.339,46.989,30.426,2.226,12.67,4.0,4.33,9.0,12.0,1,,,
8226,c2f66b26-5506-48b8-8781-e0de47abfeff,Aral Tankstelle,ARAL,Bad Düben,04849,Görschlitzer Str.,7,diesel|e10|e5,3,40.249,20.83,55.547,44.37,2.239,12.0,3.0,11.33,12.0,12.0,1,,,
8226,d04c8896-732d-4ebc-b5a3-323955c34c89,Aral Tankstelle,ARAL,Torgau,04860,Dahlener Straße,3,diesel|e10|e5,3,40.249,20.83,55.547,44.37,2.239,12.0,3.0,10.67,12.0,12.0,1,,,
8226,f804e6d4-fb5e-4c0a-bb30-a5045e9c8f0a,Aral Tankstelle,ARAL,Torgau,04860,Außenring,8,diesel|e10|e5,3,40.249,20.83,55.547,44.37,2.239,12.0,3.0,10.67,12.0,12.0,1,,,
8229,66cd220f-3016-4fab-b5b8-39c36e5756b2,AVIA Tankstelle,AVIA,Ulm,89079,Maybachstraße,13,diesel|e10|e5,3,40.244,97.791,0.241,22.701,2.082,25.67,4.0,9.33,9.33,12.0,1,,,
8230,3ca9774d-8d2c-4daf-9445-f33a0ef17124,Aral Tankstelle,ARAL,Recke,49509,Hauptstraße,72,diesel|e10|e5,3,40.237,47.183,27.922,45.607,2.222,14.0,3.0,12.33,12.33,12.33,1,,,
8231,42daefc4-2d78-412f-86a6-f96fa7b9daa3,Sb Menden Werlerstr. 34,SB,Menden,58706,Werlerstr.,34,diesel|e10|e5,3,40.233,43.339,17.622,59.738,2.226,15.0,2.0,6.33,11.67,14.0,1,,,
8232,f1085997-756c-4a8e-86c4-7a01ece82abe,Aral Tankstelle,ARAL,Langenfeld,40764,Hardt,76,diesel|e10|e5,3,40.231,50.81,27.922,41.962,2.219,14.0,3.0,4.67,11.33,13.67,1,,,
8233,4c93d7b0-77e3-4bba-9197-369a990accae,Shell Tornesch Ahrenloher Str. 47,Shell,Tornesch,25436,Ahrenloher Str.,47,diesel|e10|e5,3,40.226,25.834,55.547,39.298,2.236,12.0,3.0,5.67,10.67,11.67,1,,,
8233,a43c63ff-61b4-4963-9d6d-8ebd65acc3b6,Shell Koenigslutter Braunschweiger Str. 24,Shell,Koenigslutter,38154,Braunschweiger Str.,24,diesel|e10|e5,3,40.226,25.834,55.547,39.298,2.236,12.0,3.0,8.0,10.67,11.0,1,,,
8233,c3e6d3ea-2112-4532-ae20-ad095f33e5a1,Shell Osnabrueck Hannoversche Str. 30,Shell,Osnabrueck,49084,Hannoversche Str.,30,diesel|e10|e5,3,40.226,25.834,55.547,39.298,2.236,12.0,3.0,5.33,10.67,10.67,1,,,
8233,f5f37b0e-ad83-4c92-9336-1d3be4c77b69,Shell Wedemark Hessenweg 2,Shell,Wedemark,30900,Hessenweg,2,diesel|e10|e5,3,40.226,25.834,55.547,39.298,2.236,12.0,3.0,5.33,10.67,11.67,1,,,
8237,09af89a2-370b-4566-83d2-45f985e0c928,Shell Halle (Saale) Dessauer Str. 80,Shell,Halle (Saale),06118,Dessauer Str.,80,diesel|e10|e5,3,40.221,25.834,47.846,46.984,2.236,12.67,3.0,11.67,12.67,12.67,1,,,
